data_dictionary_category;data_item;frequency;publication_time;unit_of_measure;created_by;last_updated_by;new_existing_renamed
Demand;Demand Actual, LDZ (SE), D+6;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (SO), D+1;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (SO), D+6;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (SW), D+1;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (SW), D+6;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (WM), D+1;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (WM), D+6;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (WN), D+1;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (WN), D+6;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (WS), D+1;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, LDZ (WS), D+6;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, NTS, D+1;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Actual, NTS, D+1 (Energy);Daily;11:30;kWh;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Demand;Demand Actual, NTS, D+6;Daily;12:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Balancing;Demand Actual, NTS, Energy;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast (Energy), NTS;Daily;13:30;kWh/d;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Demand;Demand Forecast Confidence Interval, D-2;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast Confidence Interval, D-3;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast Confidence Interval, D-4;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast Confidence Interval, D-5;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EA);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EA);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EA);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EA);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EA);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EM);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EM);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EM);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EM);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (EM);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NE);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NE);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NE);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NE);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NE);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NO);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NO);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NO);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NO);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NO);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NT);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NT);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NT);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NT);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NT);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NW);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NW);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NW);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NW);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (NW);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SC);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SC);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SC);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SC);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SC);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SE);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SE);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SE);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SE);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SE);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SO);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SO);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SO);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SO);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SO);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SW);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SW);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SW);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SW);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (SW);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WM);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WM);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WM);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WM);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WM);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WN);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WN);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WN);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WN);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WN);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WS);Daily;16:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WS);Daily;10:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WS);Daily;13:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WS);Daily;21:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, LDZ (WS);Daily;00:15;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS;Daily;00:15;mscm;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS;Daily;21:10;mscm;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS;Daily;16:15;mscm;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS;Daily;10:15;mscm;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS;Daily;13:10;mscm;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS, D-2;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS, D-3;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS, D-4;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS, D-5;Daily;16:00;mscm;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand Forecast, NTS, hourly update;60;00:08;mscm;jainendra.yadav;jainendra.yadav;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(EA), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(EA), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(EM), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(EM), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NE), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NE), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NO), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NO), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NT), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NT), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NW), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(NW), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SC), D+1;Daily;23:30;kWh;claire.l.leskevicius;claire.l.leskevicius;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SC), D+6;Daily;23:30;kWh;claire.l.leskevicius;claire.l.leskevicius;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SE), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SE), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SO), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SO), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SW), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(SW), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(WM), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(WM), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(WN), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(WN), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(WS), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual DM, LDZ(WS), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(EA), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(EA), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(EM), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(EM), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NE), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NE), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NO), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NO), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NT), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NT), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NW), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(NW), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SC), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SC), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SE), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SE), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SO), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SO), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SW), D+1;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(SW), D+6;Daily;23:30;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(WM), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(WM), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(WN), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(WN), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(WS), D+1;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, Actual NDM, LDZ(WS), D+6;Daily;23:30;kWh;Rajesh.Kukadia;Rajesh.Kukadia;Existing Dis (Before EU2015)
Demand;Demand, NTS, SND;ASAP;ASAP;mscm;rajesh.kukadia;rajesh.kukadia;Existing Dis (Before EU2015)
Demand;Demand, NTS, SND, (excluding interconnector and storage);ASAP;ASAP;mscm;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Entry Capacity;Dynevor Arms lng En, Available Capacity;Daily;ASAP;mscm;MIPI;MIPI;Existing DI : Nord07 (Publication Time updated: EU2019 Part A)
Entry Capacity;Dynevor Arms lng En, ICF;Daily;ASAP;N/A;MIPI;MIPI;Existing DI : Nord07 (Publication Time updated: EU2019 Part A)
Entry Capacity;Easington Zone, Available Capacity;Daily;ASAP;mscm;MIPI;MIPI;Existing DI : Nord07 (Publication Time updated: EU2019 Part A)
Entry Capacity;Easington Zone, ICF;Daily;ASAP;N/A;MIPI;MIPI;Existing DI : Nord07 (Publication Time updated: EU2019 Part A)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Avonmouth LNG;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Bacton IPs;ASAP;ASAP;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Bacton UKCS;ASAP;ASAP;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Bacton Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Barrow Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Barton Stacey;ASAP;ASAP;kWh;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Burton Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Caythorpe Onshore Fd;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Cheshire Storage;ASAP;ASAP;kWh;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Dynevor Arms Lng En;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Easington Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Fleetwood;ASAP;ASAP;kWh;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Garton;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Glenmavis lng Entry;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Hatfield Moor Ons Fd;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Hatfield Moor Sw;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Hole House Form ONS Fd;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Hornsea Entry Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Isle of Grain Entry;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Milford Haven;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Moffat;ASAP;ASAP;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Partington Entry Zn;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, St. Fergus Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Teeside Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Theddlethorpe Zone;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Capacity Sold, Wytch farm ONS Fd;ASAP;ASAP;kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Avonmouth LNG;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Bacton IPs;ASAP;ASAP;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Bacton UKCS;ASAP;ASAP;kWh;MIPIEU2015;MIPIEU2015;Newly added (EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Bacton Zone;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Barrow Zone;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Barton Stacey;ASAP;ASAP;p/kWh;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Burton Zone;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Caythorpe Onshore Fd;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Cheshire Storage;ASAP;ASAP;p/kWh;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Dynevor Arms Lng En;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Easington Zone;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Fleetwood;ASAP;ASAP;p/kWh;MIPIETP;MIPIETP;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Garton;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Glenmavis lng Entry;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Hatfield Moor Ons Fd;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
Entry Capacity;Entry Capacity Auction, Daily Firm, Highest Accepted Bid Price, Hatfield Moor Sw;ASAP;ASAP;p/kWh;MIPI;MIPI;Existing Dis (Before EU2015)
