data_dictionary_category;data_item;frequency;publication_time;unit_of_measure;created_by;last_updated_by;new_existing_renamed
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Hatfield Moor, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Hatfield, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, HaysChem, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, HilltopFarm, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, HoleHousFm, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Holford, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, HolmesChapel, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Horndon, NT, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Hornsea, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Humbleton, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, HumblyGrov, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Hume, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, ICIBillnghm, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, ICIRuncorn, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Ilchester, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Immingham, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Ipsden1, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Ipsden2, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Keadby, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, KeadbyB, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Keld, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Kenn, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, KingsLynn, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Kinknockie, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Kirkstead, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Langage, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Langholm, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Lauderhill, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Leamington, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, LittletnDrew, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Lockerbie, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, LowerQuinton, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, LtBarford, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, LtBurdon, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Lupton, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, LuxboroughLn, NT, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Maelor, WN, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Malpas, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Mappowder, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Marchwood, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, MatchngGreen, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Medway, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Melkinthorpe, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, MickleTrafd, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Milwich, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, MktHarborogh, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Moffat, Interconnector;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Murco, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, NetherHwclgh, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Pannal, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Partington, LNG;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Partington, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Paull, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, PeterborEye, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Peterboro, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Peterhead, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, PetersGrn, NT, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, PetersGrnSM, NT, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, PhilipsTees, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Pickering, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Pitcairn, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Pucklechurch, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Rawcliffe, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Rocksavage, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Roosecote, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Ross, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Ross, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, RoudhamHeath, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Rough, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Royston, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Rugby, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, RyeHouse, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Saltend, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Saltfleet, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Saltwick, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, SaltwickH, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Samlesbury, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Seabank, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Seabank, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, SeabankB, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Sellafield, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, ShellStar, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Shorne, SE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, ShottonPapr, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Shustoke, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, SilkWillough, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Soutra, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Spalding, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Spalding2, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Stallingbor1&2, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Staythorpe, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, StFergus Shell BS, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, StFergus, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Stranraer, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, StratfrdAvon, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Stublach, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, SuttonBridge, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, SuttonBridge, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Tatsfield, SE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Teesside NSMP, NTS Power Station;ASAP;ASAP;N/A;;;New Powerstation site
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, TerraNitrogen, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, ThorntonCurt, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, ThorntonCurt, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Thrintoft, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Tilbury, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, TowLaw, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Towton, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, TurLangton, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Walesby, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Warburton, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Westburton, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, WestonPoint, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, WestWinch, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Wetheral, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Whitwell, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Willington, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Winkfield, NT, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Winkfield, SE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Winkfield, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Winnington, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Wyreps, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Yelverton, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Zenica, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Aberdeen, SC, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Aldbrough, Storage;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Alrewas, EM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Alrewas, WM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, AMPaper, Industrial Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Armadale, SC, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Aspley, WM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Asselby, NE, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Minimum Price, Auckland, NO, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
